"";"";"";"";"";"";"";"";"Distance moved";"Distance moved";"Movement";"Movement";"Movement";"Movement";"Movement";"Movement";"Movement";"Movement";"Movement";"Movement";"Rotation";"Rotation";"Rotation";"Rotation 2";"Rotation 3";"Velocity";
"Trial    19";"Arena 1";"814";"Saline";"WT control, no infection";"11/9/15";"";"Post Injection 2";0.0013406;4628.49;605.806;0.533867;899.566;1.54542;0.0867809;294.228;0.033366;899.199;0.750581;0.0600515;3;227.694;456.924;12;5;5.14258;
"Trial    19";"Arena 2";"818";"Saline";"A2A-Cre with infection";"11/9/15";"";"Post Injection 2";0.00159516;5568.06;708.175;0.033366;895.996;2.41698;0.17405;191.859;0.5005;895.529;0.65705;0.12193;15;59.8599;821.121;16;9;6.18651;
"Trial    20";"Arena 1";"814";"Saline";"WT control, no infection";"11/9/15";"";"Post Injection 3";0.000792587;2402.85;342.709;0.033366;897.564;1.02608;0.0691002;557.324;0.066733;897.698;1.66863;0.174038;3;31.3981;667.601;8;4;2.66973;
"Trial    20";"Arena 2";"818";"Saline";"A2A-Cre with infection";"11/9/15";"";"Post Injection 3";0.0017097;5633.95;736.503;0.033366;897.965;2.2802;0.160565;163.53;0.734067;897.898;0.507858;0.0295918;9;64.331;804.471;22;5;6.3313;
"Trial    21";"Arena 1";"814";"Saline";"WT control, no infection";"11/9/15";"";"Post Injection 4";0.000520273;1801.15;277.11;0.5005;895.963;0.819853;0.0545464;622.89;0.066733;894.828;1.84287;0.293595;2;338.038;413.68;3;1;2.00121;
"Trial    21";"Arena 2";"818";"Saline";"A2A-Cre with infection";"11/9/15";"";"Post Injection 4";0.00147275;4728.52;653.887;0.033366;895.629;1.8844;0.139878;246.146;1.001;895.295;0.711405;0.0609473;17;186.887;881.081;10;11;5.25702;
"Trial    22";"Arena 1";"814";"Saline";"WT control, no infection";"11/9/15";"";"Post Injection 5";0.00109824;3872.65;518.986;0.033366;899.633;1.50868;0.096121;381.048;0.066733;898.599;1.11093;0.126241;4;276.21;528.896;12;3;4.30278;
"Trial    22";"Arena 2";"818";"Saline";"A2A-Cre with infection";"11/9/15";"";"Post Injection 5";0.00147328;4944.79;691.258;0.033366;899.032;2.08839;0.143136;208.775;7.47414;898.232;0.632653;0.0435274;15;44.311;724.224;15;8;5.49502;
"Trial    23";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/9/15";"";"Baseline";0.00171879;6847.82;776.61;0.033366;896.763;3.02183;0.1967;123.423;2.5025;897.03;0.480247;0.0596103;11;366.133;772.239;19;13;7.6084;
"Trial    23";"Arena 2";"816";"Saline";"WT control, no infection";"11/9/15";"";"Baseline";0.00160652;6347.94;759.326;0.033366;898.232;2.86538;0.202783;140.707;2.66934;897.965;0.532982;0.0412606;18;12.5792;834.801;19;11;7.053;
"Trial    24";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/9/15";"";"Post Injection 1";0.00148096;5776.83;706.206;0.033366;898.765;2.25625;0.149311;193.827;0.467133;898.632;0.621241;0.066308;7;110.077;810.377;18;7;6.41941;
"Trial    24";"Arena 2";"816";"Saline";"WT control, no infection";"11/9/15";"";"Post Injection 1";0.00102585;3809.17;590.023;0.066733;897.865;1.39156;0.0866516;309.977;0.467133;897.464;0.732805;0.0601536;5;158.492;780.948;11;3;4.23225;
"Trial    25";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/9/15";"";"Post Injection 2";0.00176075;6683.59;749.616;1.43477;899.266;2.50708;0.201861;150.417;0.033366;898.966;0.503067;0.0305254;17;23.3567;866.5;15;11;7.42649;
"Trial    25";"Arena 2";"816";"Saline";"WT control, no infection";"11/9/15";"";"Post Injection 2";0.00138945;5189.16;680.414;0.433767;898.198;1.834;0.107125;219.62;0.033366;899.9;0.590375;0.0363946;8;44.1108;874.074;18;10;5.76595;
"Trial    26";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/9/15";"";"Post Injection 3";0.00193949;7260.29;757.991;0.1001;892.226;2.62281;0.187497;141.975;4.33767;892.159;0.49297;0.0306983;14;12.9463;897.531;22;17;8.06909;
"Trial    26";"Arena 2";"816";"Saline";"WT control, no infection";"11/9/15";"";"Post Injection 3";0.00159091;5744.01;712.846;0.367033;899.099;2.07223;0.127139;187.187;0.033366;899.967;0.542572;0.0360181;15;112.279;874.908;15;8;6.38247;
"Trial    27";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/9/15";"";"Post Injection 4";0.00152476;5249.17;659.259;0.033366;895.262;1.85185;0.136119;240.774;3.06974;899.933;0.676332;0.0407238;10;76.6433;775.909;18;3;5.83739;
"Trial    27";"Arena 2";"816";"Saline";"WT control, no infection";"11/9/15";"";"Post Injection 4";0.00147873;5067.01;640.574;1.36803;898.165;1.76954;0.0977472;259.459;0.033366;897.865;0.716739;0.0434546;11;88.8222;880.681;17;6;5.63774;
"Trial    28";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/9/15";"";"Post Injection 5";0.00216586;6195.19;706.273;0.033366;898.165;2.17315;0.139793;193.76;1.001;899.233;0.596186;0.0503775;12;22.4892;888.088;20;5;6.97378;
"Trial    28";"Arena 2";"816";"Saline";"WT control, no infection";"11/9/15";"";"Post Injection 5";0.00156797;5160.31;653.32;0.233566;897.364;1.7058;0.117465;246.713;0.033366;897.13;0.64416;0.0428444;21;85.4521;898.765;11;10;5.74859;
"Trial    29";"Arena 1";"813";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Baseline";0.00166666;6327.54;738.472;0.033366;899.199;2.25144;0.131098;161.562;2.1021;898.131;0.494072;0.0300549;9;166.466;755.389;28;8;7.03034;
"Trial    29";"Arena 2";"816";"CTZ";"WT control, no infection";"11/11/15";"";"Baseline";0.00180735;6461.62;715.315;0.033366;892.626;2.38438;0.161992;184.718;3.1031;892.526;0.617786;0.064975;5;231.999;855.822;19;8;7.17931;
"Trial    30";"Arena 1";"813";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Post Injection 1";0.000291505;1328.78;96.1628;0.033366;893.126;0.46681;0.0381349;803.871;2.83617;893.193;3.90228;0.540038;0;"-";"-";2;0;1.47637;
"Trial    30";"Arena 2";"816";"CTZ";"WT control, no infection";"11/11/15";"";"Post Injection 1";0.000537084;1396.65;92.1588;4.87154;683.784;0.631225;0.156219;807.875;0.033366;683.851;5.49575;1.57379;0;"-";"-";0;1;1.55178;
"Trial    31";"Arena 1";"813";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Post Injection 2";0.00014956;1187.06;40.6073;0.066733;882.816;0.300795;0.0197314;859.426;0.033366;883.183;6.31931;0.901253;0;"-";"-";0;1;1.3189;
"Trial    31";"Arena 2";"816";"CTZ";"WT control, no infection";"11/11/15";"";"Post Injection 2";0.00040932;1444.79;105.339;4.03737;898.699;0.870567;0.10679;794.695;0.033366;899.132;6.51389;1.59067;0;"-";"-";0;0;1.60527;
"Trial    32";"Arena 1";"813";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Post Injection 3";0.000423171;1577.09;134.635;48.1481;894.361;0.676556;0.0866958;765.365;0.033366;894.995;3.82683;1.00404;1;696.396;696.396;2;1;1.75232;
"Trial    32";"Arena 2";"816";"CTZ";"WT control, no infection";"11/11/15";"";"Post Injection 3";0.000810991;3045.38;502.503;4.87154;899.199;1.32586;0.0980078;397.497;0.033366;898.765;1.04881;0.0852983;6;125.692;819.486;3;4;3.38376;
"Trial    33";"Arena 1";"813";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Post Injection 4";0.000827125;3334.95;555.389;0.867534;896.964;1.34477;0.0803411;344.645;0.033366;895.629;0.834491;0.0495047;0;"-";"-";11;2;3.70536;
"Trial    33";"Arena 2";"816";"CTZ";"WT control, no infection";"11/11/15";"";"Post Injection 4";0.00116777;3928.04;615.816;0.033366;899.499;1.44898;0.0865937;284.218;1.4014;899.199;0.670324;0.0401351;3;391.592;803.837;12;6;4.36433;
"Trial    34";"Arena 1";"813";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Post Injection 5";0.000880014;3146.36;535.302;0.033366;899.733;1.09469;0.0668597;364.731;1.73507;899.9;0.745872;0.0418229;0;"-";"-";4;3;3.49582;
"Trial    34";"Arena 2";"816";"CTZ";"WT control, no infection";"11/11/15";"";"Post Injection 5";0.00107888;3175.75;454.054;0.066733;897.531;1.08886;0.0831469;445.979;0.033366;899.633;1.06694;0.0777278;6;35.6023;876.643;5;8;3.52848;
"Trial    35";"Arena 1";"814";"CTZ";"WT control, no infection";"11/11/15";"";"Baseline";0.0017624;6976.55;775.609;3.26994;896.296;3.02972;0.221529;124.424;0.033366;896.23;0.486033;0.0366159;8;116.116;666.833;27;6;7.77132;
"Trial    35";"Arena 2";"818";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Baseline";0.00171073;6572.87;800.3;0.033366;898.932;3.33458;0.276233;99.7331;2.6026;898.866;0.417293;0.0280342;12;88.9556;883.05;14;10;7.30292;
"Trial    36";"Arena 1";"814";"CTZ";"WT control, no infection";"11/11/15";"";"Post Injection 1";0.000900578;2750.68;368.635;4.8048;897.364;1.01273;0.0809146;531.331;0.066733;897.531;1.4557;0.173245;6;120.32;884.484;6;5;3.05631;
"Trial    36";"Arena 2";"818";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Post Injection 1";0.000503693;1466.12;148.415;6.97364;895.696;0.58202;0.0564713;751.585;0.033366;895.529;2.94739;0.348428;2;161.228;632.266;1;3;1.62902;
"Trial    37";"Arena 1";"814";"CTZ";"WT control, no infection";"11/11/15";"";"Post Injection 2";0.000881723;2986.12;478.245;0.1001;899.666;1.09188;0.0765242;421.788;0.033366;899.533;0.962987;0.0651316;4;176.376;781.348;5;1;3.31779;
"Trial    37";"Arena 2";"818";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Post Injection 2";0.00108006;3537.65;538.472;0.233566;899.6;1.5429;0.102444;361.562;0.033366;899.566;1.03599;0.0914593;6;163.03;775.242;6;3;3.93057;
"Trial    38";"Arena 1";"814";"CTZ";"WT control, no infection";"11/11/15";"";"Post Injection 3";0.000662871;2250.79;386.92;1.73507;899.933;0.661402;0.0389887;513.113;0.033366;899.833;0.877116;0.0525543;2;477.811;620.554;3;0;2.50078;
"Trial    38";"Arena 2";"818";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Post Injection 3";0.000873862;2886.99;450.35;4.97164;899.099;1.23723;0.0843446;449.683;0.033366;899.433;1.23201;0.0942797;5;51.1512;693.193;7;1;3.20764;
"Trial    39";"Arena 1";"814";"CTZ";"WT control, no infection";"11/11/15";"";"Post Injection 4";0.000645136;2380.8;378.979;1.93527;899.233;0.655673;0.0431427;521.021;0.033366;897.231;0.90142;0.057855;3;668.402;801.101;4;0;2.64534;
"Trial    39";"Arena 2";"818";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Post Injection 4";0.000859417;2865.36;444.211;0.033366;899.833;1.22036;0.085114;455.789;0.1001;899.533;1.25562;0.107998;7;61.8619;876.009;7;4;3.18373;
"Trial    40";"Arena 1";"814";"CTZ";"WT control, no infection";"11/11/15";"";"Post Injection 5";0.000518528;2010.6;322.789;1.53487;892.426;0.768546;0.0505219;577.244;0.033366;892.492;1.37113;0.0953405;6;37.5042;772.239;3;2;2.23392;
"Trial    40";"Arena 2";"818";"CTZ";"A2A-Cre with infection";"11/11/15";"";"Post Injection 5";0.00127794;4527.43;647.347;0.033366;895.395;1.94399;0.153074;252.686;1.63497;895.295;0.761102;0.0800522;9;30.5305;891.625;16;3;5.03029;
"Trial    41";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/12/15";"";"Baseline";0.00161308;6141.92;746.38;0.033366;898.498;2.41547;0.165266;153.654;9.24258;896.997;0.498875;0.0326169;18;17.9513;827.995;19;5;6.82511;
"Trial    41";"Arena 2";"816";"Saline";"WT control, no infection";"11/12/15";"";"Baseline";0.00165996;5916.37;723.724;0.033366;892.926;2.52169;0.172257;176.31;0.533867;899.766;0.614319;0.0495977;10;15.5822;825.025;9;5;6.58106;
"Trial    42";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/12/15";"";"Post Injection 1";0.00158304;6099.07;751.685;0.033366;897.297;2.7235;0.210293;148.348;0.1001;896.296;0.539449;0.0516701;8;72.9062;733.433;26;4;6.7765;
"Trial    42";"Arena 2";"816";"Saline";"WT control, no infection";"11/12/15";"";"Post Injection 1";0.00183929;5934.25;708.408;0.033366;889.356;2.14021;0.180744;191.625;0.066733;889.189;0.580682;0.0463619;15;130.097;885.586;11;8;6.59948;
"Trial    43";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/12/15";"";"Post Injection 2";0.00172788;6274.11;753.487;0.033366;894.828;2.45435;0.150399;146.547;3.26994;899.633;0.47735;0.0313726;8;223.79;877.311;19;6;6.97098;
"Trial    43";"Arena 2";"816";"Saline";"WT control, no infection";"11/12/15";"";"Post Injection 2";0.00199623;6258.35;759.059;0.433767;890.657;2.64481;0.222966;140.974;0.033366;890.591;0.4912;0.0392379;16;27.9947;794.027;8;7;6.9848;
"Trial    44";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/12/15";"";"Post Injection 3";0.00182453;6393.77;760.928;0.033366;898.665;2.84992;0.227612;139.106;4.37104;899.333;0.520995;0.0330118;11;13.4801;764.064;19;10;7.11924;
"Trial    44";"Arena 2";"816";"Saline";"WT control, no infection";"11/12/15";"";"Post Injection 3";0.00989041;8225.78;715.983;0.133466;899.666;2.25862;0.201109;184.051;0.033366;899.333;0.580602;0.0471021;37;65.4655;832.399;36;4;9.90186;
"Trial    45";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/12/15";"";"Post Injection 4";0.00177884;6368.69;777.344;0.033366;887.487;2.69911;0.183134;122.689;0.4004;886.854;0.427489;0.0246819;8;231.532;710.944;18;6;7.08735;
"Trial    45";"Arena 2";"816";"Saline";"WT control, no infection";"11/12/15";"";"Post Injection 4";0.00228546;6138.95;705.706;0.033366;894.828;2.2192;0.169149;194.328;1.46813;898.765;0.611093;0.0500555;19;6.80681;864.765;12;8;7.27412;
"Trial    46";"Arena 1";"813";"Saline";"A2A-Cre with infection";"11/12/15";"";"Post Injection 5";0.00147349;4969.56;691.391;0.033366;899.166;2.20892;0.140695;208.642;1.2012;899.366;0.666588;0.0595219;8;67.6677;676.81;21;2;5.52153;
"Trial    46";"Arena 2";"816";"Saline";"WT control, no infection";"11/12/15";"";"Post Injection 5";0.00210194;5947.96;707.875;0.033366;894.428;1.95007;0.148543;192.159;3.13647;898.866;0.529363;0.0369696;10;121.154;746.813;21;9;6.61522;
"Trial    47";"Arena 1";"814";"Saline";"WT control, no infection";"11/12/15";"";"Baseline";0.001735;6977.36;804.571;0.066733;899.066;3.29742;0.278176;95.4621;0.033366;899.533;0.389641;0.0243756;13;96.3964;838.272;21;4;7.75809;
"Trial    47";"Arena 2";"818";"Saline";"A2A-Cre with infection";"11/12/15";"";"Baseline";0.00163234;6148.66;763.63;0.934267;880.48;2.94838;0.257428;136.403;0.033366;880.347;0.526653;0.0422786;11;118.752;883.283;17;1;6.8316;
"Trial    48";"Arena 1";"814";"Saline";"WT control, no infection";"11/12/15";"";"Post Injection 1";0.00169505;5880.03;739.039;0.033366;898.565;2.27397;0.156231;160.994;5.27194;897.397;0.496896;0.0277532;10;83.0163;788.622;15;7;6.53385;
"Trial    48";"Arena 2";"818";"Saline";"A2A-Cre with infection";"11/12/15";"";"Post Injection 1";0.00166804;5764.21;727.761;0.1001;898.799;2.14679;0.151566;172.272;0.033366;898.565;0.508178;0.0398403;13;119.82;779.746;19;8;6.40444;
"Trial    49";"Arena 1";"814";"Saline";"WT control, no infection";"11/12/15";"";"Post Injection 2";0.0105542;6432.23;729.663;0.033366;896.296;2.09673;0.14294;170.37;4.8048;896.129;0.490981;0.0283813;17;106.039;866.133;19;7;7.14877;
"Trial    49";"Arena 2";"818";"Saline";"A2A-Cre with infection";"11/12/15";"";"Post Injection 2";0.00155797;5239.12;681.315;0.033366;898.265;1.99215;0.158962;218.719;0.2002;898.465;0.639528;0.0526551;11;119.386;882.95;16;5;5.82103;
"Trial    50";"Arena 1";"814";"Saline";"WT control, no infection";"11/12/15";"";"Post Injection 3";0.00573231;4798.37;658.992;0.367033;899.233;1.82042;0.141432;241.041;0.033366;899.466;0.664025;0.0617734;10;248.715;841.942;11;9;5.33469;
"Trial    50";"Arena 2";"818";"Saline";"A2A-Cre with infection";"11/12/15";"";"Post Injection 3";0.00166244;5414.57;680.28;0.033366;898.599;1.88967;0.120148;219.753;1.9019;899.867;0.610425;0.050739;13;75.5756;869.002;15;10;6.01641;
"Trial    51";"Arena 1";"814";"Saline";"WT control, no infection";"11/12/15";"";"Post Injection 4";0.0014188;5026.47;691.859;0.033366;899.733;1.83517;0.108502;208.175;1.73507;899.533;0.553657;0.0379353;11;115.015;861.228;8;9;5.58476;
"Trial    51";"Arena 2";"818";"Saline";"A2A-Cre with infection";"11/12/15";"";"Post Injection 4";0.00199277;6978.38;771.538;0.033366;899.733;2.99046;0.221246;128.495;0.7007;899.566;0.499981;0.0358827;18;139.072;811.578;14;12;7.76066;
"Trial    52";"Arena 1";"814";"Saline";"WT control, no infection";"11/12/15";"";"Post Injection 5";0.00212363;5374.55;669.469;0.033366;899.433;1.85964;0.128836;230.564;1.3013;899.6;0.640455;0.0398389;12;8.44177;807.14;15;8;5.97151;
"Trial    52";"Arena 2";"818";"Saline";"A2A-Cre with infection";"11/12/15";"";"Post Injection 5";0.00139071;4442.06;639.473;10.1768;899.733;1.69173;0.102426;260.561;0.033366;899.833;0.687495;0.0664857;5;250.951;856.523;14;3;4.93544;
"Trial    53";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Baseline";0.00237365;8346.07;768.702;0.033366;884.651;3.40134;0.249019;131.331;1.33467;884.451;0.583695;0.0714799;20;143.31;863.096;17;9;9.27306;
"Trial    53";"Arena 2";"814";"CTZ";"WT control, no infection";"11/16/15";"";"Baseline";0.0023161;8679.6;749.65;0.066733;898.866;2.46595;0.162372;150.35;5.37204;898.632;0.496206;0.0253918;20;103.804;892.226;14;8;9.65761;
"Trial    54";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Post Injection 1";0.00195958;6221.12;715.215;0.033366;899.933;2.35268;0.160079;184.818;0.066733;899.233;0.609961;0.0676363;11;79.5128;864.531;13;7;6.91312;
"Trial    54";"Arena 2";"814";"CTZ";"WT control, no infection";"11/16/15";"";"Post Injection 1";0.00176741;6128.27;653.453;0.033366;899.266;1.86169;0.117721;246.58;0.533867;899.967;0.702507;0.0653378;15;12.2456;737.204;9;9;6.80995;
"Trial    55";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Post Injection 2";0.0015379;4880;644.478;0.033366;898.098;1.61523;0.093116;255.522;3.26994;897.965;0.642016;0.0402836;5;92.6927;789.356;8;4;5.42504;
"Trial    55";"Arena 2";"814";"CTZ";"WT control, no infection";"11/16/15";"";"Post Injection 2";0.000901682;2940.87;467.401;0.166833;899.199;1.09977;0.0629417;432.599;0.033366;899.566;1.01549;0.0677628;3;114.147;870.404;7;1;3.26933;
"Trial    56";"Arena 1";"818";"CTZ";"A2A-Cre with infection";"11/16/15";"";"Post Injection 3";0.00161083;5297.72;661.595;0.033366;898.198;2.07397;0.139183;238.438;2.002;898.398;0.747456;0.0715272;7;276.043;881.815;10;5;5.88658;
